beta,B_index,R_P,equilibrium_class,bifurcation_type,multistable
0.022500000000000003,1.125,6.480250410810975,coexistence,stable,False
0.022500000000000003,1.1875,5.541105494633847,coexistence,stable,False
0.022500000000000003,1.25,4.726453997845612,coexistence,stable,False
0.022500000000000003,1.3125,4.020524321523168,coexistence,stable,False
0.022500000000000003,1.375,3.4095563553174237,coexistence,stable,False
0.022500000000000003,1.4375,2.8815376121180893,coexistence,stable,False
0.022500000000000003,1.5,2.425974652423311,coexistence,stable,False
0.022500000000000003,1.5625,2.033694837222675,coexistence,stable,False
0.022500000000000003,1.625,1.6966746120751983,coexistence,stable,False
0.022500000000000003,1.6875,1.4078904423764032,coexistence,stable,False
0.022500000000000003,1.75,1.1611895521041449,coexistence,stable,False
0.022500000000000003,1.8125,0.951177612068089,coexistence,fold,False
0.022500000000000003,1.875,0.7731213508569055,parasitoid_free,stable,False
0.022500000000000003,1.9375,0.6228638799410423,parasitoid_free,stable,False
0.022500000000000003,2.0,0.49675120468665646,parasitoid_free,stable,False
0.023958333333333335,0.5,37.37715182961568,coexistence,stable,False
0.023958333333333335,0.5625,32.21148845247451,coexistence,stable,False
0.023958333333333335,0.625,27.739032132281384,coexistence,stable,False
0.023958333333333335,0.6875,23.86689584797235,coexistence,stable,False
0.023958333333333335,0.75,20.51483614264155,coexistence,stable,False
0.023958333333333335,0.8125,17.613500872729606,coexistence,stable,False
0.023958333333333335,0.875,15.102923200005085,coexistence,stable,False
0.023958333333333335,0.9375,12.93122688340764,coexistence,stable,False
0.023958333333333335,1.0,11.053512906707358,coexistence,stable,False
0.023958333333333335,1.0625,9.430901731005406,coexistence,stable,False
0.023958333333333335,1.125,8.029709225792494,coexistence,stable,False
0.023958333333333335,1.1875,6.8207372748902175,coexistence,stable,False
0.023958333333333335,1.25,5.778662850221019,coexistence,stable,False
0.023958333333333335,1.3125,4.8815118559791655,coexistence,stable,False
0.023958333333333335,1.375,4.110205634549705,coexistence,stable,False
0.023958333333333335,1.4375,3.4481700969143034,coexistence,stable,False
0.023958333333333335,1.5,2.8809984240137343,coexistence,stable,False
0.023958333333333335,1.5625,2.3961602354967715,coexistence,stable,False
0.023958333333333335,1.625,1.9827504334147834,coexistence,stable,False
0.023958333333333335,1.6875,1.6312723774628668,coexistence,stable,False
0.023958333333333335,1.75,1.3334506249439149,coexistence,stable,False
0.023958333333333335,1.8125,1.0820689929988803,coexistence,fold,False
0.023958333333333335,1.875,0.870830721403762,parasitoid_free,stable,False
0.023958333333333335,1.9375,0.6942375432414855,parasitoid_free,stable,False
0.023958333333333335,2.0,0.5474851079685303,parasitoid_free,stable,False
0.025416666666666667,0.5,48.864125156472504,coexistence,stable,False
0.025416666666666667,0.5625,41.88217749635321,coexistence,stable,False
0.025416666666666667,0.625,35.86884493205071,coexistence,stable,False
0.025416666666666667,0.6875,30.69023518967729,coexistence,stable,False
0.025416666666666667,0.75,26.231208699050494,coexistence,stable,False
0.025416666666666667,0.8125,22.392708359873573,coexistence,stable,False
0.025416666666666667,0.875,19.089474645848693,coexistence,stable,False
0.025416666666666667,0.9375,16.248089902598466,coexistence,stable,False
0.025416666666666667,1.0,13.805303913169427,coexistence,stable,False
0.025416666666666667,1.0625,11.706599822491338,coexistence,stable,False
0.025416666666666667,1.125,9.90496550079524,coexistence,stable,False
0.025416666666666667,1.1875,8.359840539286044,coexistence,stable,False
0.025416666666666667,1.25,7.036213432567674,coexistence,stable,False
0.025416666666666667,1.3125,5.903847195036251,coexistence,stable,False
0.025416666666666667,1.375,4.93661507218379,coexistence,stable,False
0.025416666666666667,1.4375,4.1119300130263055,coexistence,stable,False
0.025416666666666667,1.5,3.410255003474122,coexistence,stable,False
0.025416666666666667,1.5625,2.814682377994147,coexistence,stable,False
0.025416666666666667,1.625,2.3105720871683277,coexistence,stable,False
0.025416666666666667,1.6875,1.8852409225932911,coexistence,stable,False
0.025416666666666667,1.75,1.5276950899209116,coexistence,stable,False
0.025416666666666667,1.8125,1.2284001843006054,coexistence,stable,False
0.025416666666666667,1.875,0.9790832354949728,coexistence,fold,False
0.025416666666666667,1.9375,0.7725623120723284,parasitoid_free,stable,False
0.025416666666666667,2.0,0.602599868970836,parasitoid_free,stable,False
0.026875000000000003,0.5,63.50247195763989,coexistence,stable,False
0.026875000000000003,0.5625,54.14220878121222,coexistence,stable,False
0.026875000000000003,0.625,46.121557483283745,coexistence,stable,False
0.026875000000000003,0.6875,39.2498325618121,coexistence,stable,False
0.026875000000000003,0.75,33.36378738226885,coexistence,stable,False
0.026875000000000003,0.8125,28.32360571561422,coexistence,stable,False
0.026875000000000003,0.875,24.00948640932545,coexistence,stable,False
0.026875000000000003,0.9375,20.31873258963813,coexistence,stable,False
0.026875000000000003,1.0,17.16327009583434,coexistence,stable,False
0.026875000000000003,1.0625,14.467531153772379,coexistence,stable,False
0.026875000000000003,1.125,12.166648903975176,coexistence,stable,False
0.026875000000000003,1.1875,10.204916512685058,coexistence,stable,False
0.026875000000000003,1.25,8.534471869243761,coexistence,stable,False
0.026875000000000003,1.3125,7.114173796585988,coexistence,stable,False
0.026875000000000003,1.375,5.90864218851981,coexistence,stable,False
0.026875000000000003,1.4375,4.887437425038952,coexistence,stable,False
0.026875000000000003,1.5,4.024358800795661,coexistence,stable,False
0.026875000000000003,1.5625,3.2968440731593067,coexistence,stable,False
0.026875000000000003,1.625,2.6854559381910845,coexistence,stable,False
0.026875000000000003,1.6875,2.1734421113627422,coexistence,stable,False
0.026875000000000003,1.75,1.746358766951157,coexistence,stable,False
0.026875000000000003,1.8125,1.3917478446856593,coexistence,stable,False
0.026875000000000003,1.875,1.098860509952957,coexistence,stable,False
0.026875000000000003,1.9375,0.8584201748623185,parasitoid_free,stable,False
0.026875000000000003,2.0,0.6624193527016171,parasitoid_free,stable,False
0.028333333333333335,0.5,82.0679289678213,coexistence,neimark_sacker,False
0.028333333333333335,0.5625,69.61310428276765,coexistence,neimark_sacker,False
0.028333333333333335,0.625,58.99366363898486,coexistence,stable,False
0.028333333333333335,0.6875,49.941010793088196,coexistence,stable,False
0.028333333333333335,0.75,42.226204409721596,coexistence,stable,False
0.028333333333333335,0.8125,35.654022390477785,coexistence,stable,False
0.028333333333333335,0.875,30.057925596220958,coexistence,stable,False
0.028333333333333335,0.9375,25.295783411555146,coexistence,stable,False
0.028333333333333335,1.0,21.246244670553374,coexistence,stable,False
0.028333333333333335,1.0625,17.805655871751352,coexistence,stable,False
0.028333333333333335,1.125,14.885442391376575,coexistence,stable,False
0.028333333333333335,1.1875,12.40988310499055,coexistence,stable,False
0.028333333333333335,1.25,10.314218280061501,coexistence,stable,False
0.028333333333333335,1.3125,8.543040151889306,coexistence,stable,False
0.028333333333333335,1.375,7.048923526388437,coexistence,stable,False
0.028333333333333335,1.4375,5.7912600074055485,coexistence,stable,False
0.028333333333333335,1.5,4.735265146295818,coexistence,stable,False
0.028333333333333335,1.5625,3.85113283797528,coexistence,stable,False
0.028333333333333335,1.625,3.1133143489077213,coexistence,stable,False
0.028333333333333335,1.6875,2.4999038361520136,coexistence,stable,False
0.028333333333333335,1.75,1.9921141033377139,coexistence,stable,False
0.028333333333333335,1.8125,1.57382942407997,coexistence,stable,False
0.028333333333333335,1.875,1.2312238715298327,coexistence,stable,False
0.028333333333333335,1.9375,0.9524354943472488,coexistence,fold,False
0.028333333333333335,2.0,0.7272881772989472,parasitoid_free,stable,False
0.029791666666666668,0.5,105.5084747569644,coexistence,neimark_sacker,False
0.029791666666666668,0.5625,89.05084109934401,coexistence,neimark_sacker,False
0.029791666666666668,0.625,75.0862216964532,coexistence,neimark_sacker,False
0.029791666666666668,0.6875,63.240075818985936,coexistence,neimark_sacker,False
0.029791666666666668,0.75,53.194526593394194,coexistence,neimark_sacker,False
0.029791666666666668,0.8125,44.67968077560745,coexistence,stable,False
0.029791666666666668,0.875,37.4662937717956,coexistence,stable,False
0.029791666666666668,0.9375,31.359569521041227,coexistence,stable,False
0.029791666666666668,1.0,26.193917941741173,coexistence,stable,False
0.029791666666666668,1.0625,21.828520521278765,coexistence,stable,False
0.029791666666666668,1.125,18.14357811515385,coexistence,stable,False
0.029791666666666668,1.1875,15.03713479775185,coexistence,stable,False
0.029791666666666668,1.25,12.42238826740541,coexistence,stable,False
0.029791666666666668,1.3125,10.225411635141137,coexistence,stable,False
0.029791666666666668,1.375,8.383222139929732,coexistence,stable,False
0.029791666666666668,1.4375,6.842144254312311,coexistence,stable,False
0.029791666666666668,1.5,5.556421246432632,coexistence,stable,False
0.029791666666666668,1.5625,4.487036801890105,coexistence,stable,False
0.029791666666666668,1.625,3.6007150546706894,coexistence,stable,False
0.029791666666666668,1.6875,2.8690712647896497,coexistence,stable,False
0.029791666666666668,1.75,2.2678904416650605,coexistence,stable,False
0.029791666666666668,1.8125,1.7765142710406259,coexistence,stable,False
0.029791666666666668,1.875,1.3773200718649916,coexistence,stable,False
0.029791666666666668,1.9375,1.0552777171755814,coexistence,fold,False
0.029791666666666668,2.0,0.7975728788451508,parasitoid_free,stable,False
0.03125,0.5,134.97900928141212,coexistence,neimark_sacker,False
0.03125,0.5625,113.37220887439163,coexistence,neimark_sacker,False
0.03125,0.625,95.12479540340635,coexistence,neimark_sacker,False
0.03125,0.6875,79.71932769050846,coexistence,neimark_sacker,False
0.03125,0.75,66.718492888649,coexistence,neimark_sacker,False
0.03125,0.8125,55.752557733579884,coexistence,neimark_sacker,False
0.03125,0.875,46.50880678711746,coexistence,neimark_sacker,False
0.03125,0.9375,38.722650253867336,coexistence,stable,False
0.03125,1.0,32.17013495272629,coexistence,stable,False
0.03125,1.0625,26.66163472047651,coexistence,stable,False
0.03125,1.125,22.036533039170035,coexistence,stable,False
0.03125,1.1875,18.158739228582807,coexistence,stable,False
0.03125,1.25,14.912906810981267,coexistence,stable,False
0.03125,1.3125,12.20124272492539,coexistence,stable,False
0.03125,1.375,9.940813678082645,coexistence,stable,False
0.03125,1.4375,8.061271727204026,coexistence,stable,False
0.03125,1.5,6.502932212461934,coexistence,stable,False
0.03125,1.5625,5.215149900126368,coexistence,stable,False
0.03125,1.625,4.154945708300607,coexistence,stable,False
0.03125,1.6875,3.2858452287230393,coexistence,stable,False
0.03125,1.75,2.576895952071555,coexistence,stable,False
0.03125,1.8125,2.001835491095055,coexistence,stable,False
0.03125,1.875,1.5383873240080832,coexistence,stable,False
0.03125,1.9375,1.1676642468679244,coexistence,stable,False
0.03125,2.0,0.8736631372270087,parasitoid_free,stable,False
0.03270833333333333,0.5,171.88240369040915,coexistence,neimark_sacker,False
0.03270833333333333,0.5625,143.68587665094242,coexistence,neimark_sacker,False
0.03270833333333333,0.625,119.98285713287295,coexistence,neimark_sacker,False
0.03270833333333333,0.6875,100.06460125477838,coexistence,neimark_sacker,False
0.03270833333333333,0.75,83.33458795482255,coexistence,neimark_sacker,False
0.03270833333333333,0.8125,69.29056902804682,coexistence,neimark_sacker,False
0.03270833333333333,0.875,57.50951998086787,coexistence,neimark_sacker,False
0.03270833333333333,0.9375,47.63502036820669,coexistence,neimark_sacker,False
0.03270833333333333,1.0,39.36666462929627,coexistence,neimark_sacker,False
0.03270833333333333,1.0625,32.45117696877843,coexistence,stable,False
0.03270833333333333,1.125,26.67495152587426,coexistence,stable,False
0.03270833333333333,1.1875,21.857787131484834,coexistence,stable,False
0.03270833333333333,1.25,17.84762322509673,coexistence,stable,False
0.03270833333333333,1.3125,14.516115718651534,coexistence,stable,False
0.03270833333333333,1.375,11.754916109483698,coexistence,stable,False
0.03270833333333333,1.4375,9.47254206286331,coexistence,stable,False
0.03270833333333333,1.5,7.591743845294707,coexistence,stable,False
0.03270833333333333,1.5625,6.047286863008502,coexistence,stable,False
0.03270833333333333,1.625,4.784084289697258,coexistence,stable,False
0.03270833333333333,1.6875,3.7556237516459277,coexistence,stable,False
0.03270833333333333,1.75,2.9226411803835433,coexistence,stable,False
0.03270833333333333,1.8125,2.2520027326277106,coexistence,stable,False
0.03270833333333333,1.875,1.7157618052422512,coexistence,stable,False
0.03270833333333333,1.9375,1.290363470938816,coexistence,stable,False
0.03270833333333333,2.0,0.9559730599811468,coexistence,fold,False
0.034166666666666665,0.5,217.91797410454973,coexistence,neimark_sacker,False
0.034166666666666665,0.5625,181.3289279806018,coexistence,neimark_sacker,False
0.034166666666666665,0.625,150.70919695708287,coexistence,neimark_sacker,False
0.034166666666666665,0.6875,125.09572470125104,coexistence,neimark_sacker,False
0.034166666666666665,0.75,103.68122770423253,coexistence,neimark_sacker,False
0.034166666666666665,0.8125,85.7887717208985,coexistence,neimark_sacker,False
0.034166666666666665,0.875,70.85053752148895,coexistence,neimark_sacker,False
0.034166666666666665,0.9375,58.39008068867457,coexistence,neimark_sacker,False
0.034166666666666665,1.0,48.00750553108307,coexistence,neimark_sacker,False
0.034166666666666665,1.0625,39.36706998495161,coexistence,neimark_sacker,False
0.034166666666666665,1.125,32.18681885111678,coexistence,neimark_sacker,False
0.034166666666666665,1.1875,26.229911271586733,coexistence,stable,False
0.034166666666666665,1.25,21.297360149034045,coexistence,stable,False
0.034166666666666665,1.3125,17.22195420491386,coexistence,stable,False
0.034166666666666665,1.375,13.863166112071566,coexistence,stable,False
0.034166666666666665,1.4375,11.102885934209525,coexistence,stable,False
0.034166666666666665,1.5,8.841843541401,coexistence,stable,False
0.034166666666666665,1.5625,6.996608989459242,coexistence,stable,False
0.034166666666666665,1.625,5.497075537422718,coexistence,stable,False
0.034166666666666665,1.6875,4.284347063174475,coexistence,stable,False
0.034166666666666665,1.75,3.3089644089010375,coexistence,stable,False
0.034166666666666665,1.8125,2.5294156624634327,coexistence,stable,False
0.034166666666666665,1.875,1.9108844334040624,coexistence,stable,False
0.034166666666666665,1.9375,1.4241979475457414,coexistence,stable,False
0.034166666666666665,2.0,1.0449425325508481,coexistence,fold,False
0.035625000000000004,0.5,275.13863345718147,coexistence_nonfixed,neimark_sacker,False
0.035625000000000004,0.5625,227.90976194738957,coexistence,neimark_sacker,False
0.035625000000000004,0.625,188.55998010668577,coexistence,neimark_sacker,False
0.035625000000000004,0.6875,155.79035138344582,coexistence,neimark_sacker,False
0.035625000000000004,0.75,128.5163760759335,coexistence,neimark_sacker,False
0.035625000000000004,0.8125,105.83230586416214,coexistence,neimark_sacker,False
0.035625000000000004,0.875,86.98145185211212,coexistence,neimark_sacker,False
0.035625000000000004,0.9375,71.33147102048136,coexistence,neimark_sacker,False
0.035625000000000004,1.0,58.35379095005883,coexistence,neimark_sacker,False
0.035625000000000004,1.0625,47.606470342572685,coexistence,neimark_sacker,False
0.035625000000000004,1.125,38.71991941844746,coexistence,neimark_sacker,False
0.035625000000000004,1.1875,31.38499746737693,coexistence,neimark_sacker,False
0.035625000000000004,1.25,25.343087455729627,coexistence,neimark_sacker,False
0.035625000000000004,1.3125,20.377816999105267,coexistence,stable,False
0.035625000000000004,1.375,16.30814835695553,coexistence,stable,False
0.035625000000000004,1.4375,12.982610309253396,coexistence,stable,False
0.035625000000000004,1.5,10.274480835719515,coexistence,stable,False
0.035625000000000004,1.5625,8.077761685910772,coexistence,stable,False
0.035625000000000004,1.625,6.3038141567439565,coexistence,stable,False
0.035625000000000004,1.6875,4.878546090166509,coexistence,stable,False
0.035625000000000004,1.75,3.7400588706802353,coexistence,stable,False
0.035625000000000004,1.8125,2.8366786094281076,coexistence,stable,False
0.035625000000000004,1.875,2.1253082603122824,coexistence,stable,False
0.035625000000000004,1.9375,1.57004781236444,coexistence,stable,False
0.035625000000000004,2.0,1.141038634903091,coexistence,stable,False
0.03708333333333333,0.5,346.01814605484765,coexistence_nonfixed,neimark_sacker,False
0.03708333333333333,0.5625,285.3583815335027,coexistence_nonfixed,neimark_sacker,False
0.03708333333333333,0.625,235.03616495032688,coexistence_nonfixed,neimark_sacker,False
0.03708333333333333,0.6875,193.31165858438376,coexistence,neimark_sacker,False
0.03708333333333333,0.75,158.737933303224,coexistence,neimark_sacker,False
0.03708333333333333,0.8125,130.11130820467451,coexistence,neimark_sacker,False
0.03708333333333333,0.875,106.430180985825,coexistence,neimark_sacker,False
0.03708333333333333,0.9375,86.86088686029906,coexistence,neimark_sacker,False
0.03708333333333333,1.0,70.70937931221435,coexistence,neimark_sacker,False
0.03708333333333333,1.0625,57.39772827053616,coexistence,neimark_sacker,False
0.03708333333333333,1.125,46.44460980488498,coexistence,neimark_sacker,False
0.03708333333333333,1.1875,37.44910465254342,coexistence,neimark_sacker,False
0.03708333333333333,1.25,30.077236276889696,coexistence,neimark_sacker,False
0.03708333333333333,1.3125,24.050783957294698,coexistence,neimark_sacker,False
0.03708333333333333,1.375,19.13798119675256,coexistence,neimark_sacker,False
0.03708333333333333,1.4375,15.145779454281408,coexistence,stable,False
0.03708333333333333,1.5,11.913409722404959,coexistence,stable,False
0.03708333333333333,1.5625,9.307024457313897,coexistence,stable,False
0.03708333333333333,1.625,7.215235122781559,coexistence,stable,False
0.03708333333333333,1.6875,5.545395093347599,coexistence,stable,False
0.03708333333333333,1.75,4.220502066404398,coexistence,stable,False
0.03708333333333333,1.8125,3.176616046536008,coexistence,stable,False
0.03708333333333333,1.875,2.3607060926487384,coexistence,stable,False
0.03708333333333333,1.9375,1.7288543130654925,coexistence,stable,False
0.03708333333333333,2.0,1.2447571164070057,coexistence,stable,False
0.03854166666666667,0.5,433.53010422852293,coexistence_nonfixed,neimark_sacker,False
0.03854166666666667,0.5625,355.98520711019995,coexistence_nonfixed,neimark_sacker,False
0.03854166666666667,0.625,291.9271019073319,coexistence_nonfixed,neimark_sacker,False
0.03854166666666667,0.6875,239.04050022340138,coexistence_nonfixed,neimark_sacker,False
0.03854166666666667,0.75,195.4073148762043,coexistence,neimark_sacker,False
0.03854166666666667,0.8125,159.43809683399783,coexistence,neimark_sacker,False
0.03854166666666667,0.875,129.81540370137694,coexistence,neimark_sacker,False
0.03854166666666667,0.9375,105.44700543625747,coexistence,neimark_sacker,False
0.03854166666666667,1.0,85.42720617610873,coexistence,neimark_sacker,False
0.03854166666666667,1.0625,69.0048663697581,coexistence,neimark_sacker,False
0.03854166666666667,1.125,55.55694712859569,coexistence,neimark_sacker,False
0.03854166666666667,1.1875,44.56662373308786,coexistence,neimark_sacker,False
0.03854166666666667,1.25,35.60516684190225,coexistence,neimark_sacker,False
0.03854166666666667,1.3125,28.316939394643946,coexistence,neimark_sacker,False
0.03854166666666667,1.375,22.406966356127814,coexistence,neimark_sacker,False
0.03854166666666667,1.4375,17.630634641581153,coexistence,neimark_sacker,False
0.03854166666666667,1.5,13.7851541222511,coexistence,stable,False
0.03854166666666667,1.5625,10.70247485476472,coexistence,stable,False
0.03854166666666667,1.625,8.243411813110896,coexistence,stable,False
0.03854166666666667,1.6875,6.2927682318751685,coexistence,stable,False
0.03854166666666667,1.75,4.755287186700146,coexistence,stable,False
0.03854166666666667,1.8125,3.552289165063886,coexistence,stable,False
0.03854166666666667,1.875,2.618878816166518,coexistence,stable,False
0.03854166666666667,1.9375,1.901623579439661,coexistence,stable,False
0.03854166666666667,2.0,1.35662395530095,coexistence,stable,False
0.04,0.5,541.2405402172376,coexistence_nonfixed,neimark_sacker,False
0.04,0.5625,442.54978627469546,coexistence_nonfixed,neimark_sacker,False
0.04,0.625,361.36127348300005,coexistence_nonfixed,neimark_sacker,False
0.04,0.6875,294.6126826003303,coexistence_nonfixed,neimark_sacker,False
0.04,0.75,239.7766721215483,coexistence_nonfixed,neimark_sacker,False
0.04,0.8125,194.7669193390269,coexistence_nonfixed,neimark_sacker,False
0.04,0.875,157.8607879926513,coexistence,neimark_sacker,False
0.04,0.9375,127.63566269680882,coexistence,neimark_sacker,False
0.04,1.0,102.91650490147859,coexistence,neimark_sacker,False
0.04,1.0625,82.73265265763256,coexistence,neimark_sacker,False
0.04,1.125,66.28221121496806,coexistence,neimark_sacker,False
0.04,1.1875,52.90269461402925,coexistence,neimark_sacker,False
0.04,1.25,42.04680819669576,coexistence,neimark_sacker,False
0.04,1.3125,33.262467714448576,coexistence,neimark_sacker,False
0.04,1.375,26.1763064199366,coexistence,neimark_sacker,False
0.04,1.4375,20.480056717180567,coexistence,neimark_sacker,False
0.04,1.5,15.919299078296206,coexistence,neimark_sacker,False
0.04,1.5625,12.284167066908397,coexistence,neimark_sacker,False
0.04,1.625,9.401662358892256,coexistence,stable,False
0.04,1.6875,7.129300958376725,coexistence,stable,False
0.04,1.75,5.349856910874475,coexistence,stable,False
0.04,1.8125,3.967013604883999,coexistence,stable,False
0.04,1.875,2.9017640377399654,coexistence,stable,False
0.04,1.9375,2.089430623299821,coexistence,stable,False
0.04,2.0,1.4771970082897856,coexistence,stable,False
